authors,title,year,journal,doi
"**Kaimenyi, D. K.**, De Villiers, E. P., Ngoi, J., Ndiso, J. B., & De Villiers, S. M.","Microbiome of two predominant seagrass species of the Kenyan coast, Enhalus acoroides and Thalassodendron ciliatum"," (2018)", "PeerJ Preprints", "10.7287/peerj.preprints.27387v1"
